25321,426
25322,408
25323,24
25324,130
25325,228
25326,92
25327,99
25328,168
25329,113
25330,113
25331,37
25332,116
25333,240
25334,170
25335,118
25336,125
25337,94
25338,361
25339,147
25340,412
25341,133
25342,127
25343,60
25344,285
25345,225
25346,564
25347,96
25348,88
25349,867
25350,90
25351,98
25352,172
25353,171
25354,88
25355,112
25356,302
25357,96
25358,59
25359,90
25360,438
25361,65
25362,108
25363,123
25364,97
25365,99
25366,255
25367,254
25368,258
25369,167
25370,192
