25321,6
25322,123
25323,16
25324,77
25325,86
25326,15
25327,51
25328,24
25329,32
25330,47
25331,72
25332,88
25333,119
25334,119
25335,17
25336,150
25337,182
25338,131
25339,67
25340,80
25341,74
25342,94
25343,87
25344,116
25345,52
25346,56
25347,85
25348,45
25349,82
25350,89
25351,85
25352,80
25353,102
25354,27
25355,80
25356,73
25357,49
25358,97
25359,7
25360,52
25361,10
25362,12
25363,17
25364,2
25365,19
25366,74
25367,29
25368,7
25369,70
25370,56
